NM_VOTAVEL,DS_CARGO,ANO
JONATHAN MARQUES DE OLIVEIRA,Deputado Estadual,2018
JORGE ARCANJO DA ROCHA,Deputado Estadual,2018
JORGE MARTINS ESPESCHIT,Deputado Estadual,2018
JOSE ARTEIRO CAVALCANTE LIMA,Deputado Federal,2018
JOSE GERALDO BESSA AMORIM,Deputado Estadual,2018
JOSE GERALDO EVANGELISTA,Deputado Estadual,2018
JOSE MARCIANO TEIXEIRA,Deputado Estadual,2018
JOSE ROBERTO VIEIRA LIMA,Deputado Estadual,2018
JOSÉ ANTÔNIO EPIFÂNIO,Deputado Federal,2018
JOSÉ ARTUR GUIMARÃES,Deputado Federal,2018
JOSÉ DE SÁ MARQUIOLE,Deputado Estadual,2018
JOSÉ EUSTAQUIO DOS REIS ,Deputado Federal,2018
JOYCE FERREIRA REIS,Deputado Estadual,2018
JOÃO BENEDITO SERAPIÃO,Deputado Estadual,2018
JOÃO DOMINGOS SOUZA DA SILVA,Deputado Federal,2018
JULIANA MICHELE PAIXAO DE ANDRADE,Deputado Federal,2018
JULIANO VIEIRA DUARTE DOS SANTOS,Deputado Estadual,2018
KEMPES FERREIRA LIMA,Deputado Federal,2018
KETLIN XAVIER SERRANO ,Deputado Estadual,2018
KÊNIA BALBINO CUSTÓDIO,Deputado Estadual,2018
KÊNIA RENATA SILVA BORGES,Deputado Estadual,2018
LEANDRO SILVA MARQUES,Deputado Estadual,2018
LEONCIO FERREIRA DOS SANTOS,Deputado Estadual,2018
LEONEL EUSTAQUIO ROCHA SILVA,Deputado Federal,2018
LILIAN BERNARDINO DE ALMEIDA MARCHEZINI,Deputado Estadual,2018
LILIANE CASSIMIRO,Deputado Estadual,2018
LINDOMAR JOSÉ DA SILVA,Deputado Estadual,2018
LORRANE RAÍSSA RODRIGUES ROCHA NASCIMENTO,Deputado Estadual,2018
LUANNA KATHLEEN PAIVA RAMALHO,Deputado Estadual,2018
LUCAS DE JESUS SILVA,Deputado Federal,2018
LUCAS PAULO DE ASSIS VALE,Deputado Estadual,2018
LUCIA RODRIGUES DE ALMEIDA MARCELINO DOS SANTOS,Deputado Federal,2018
LUIS CLAUDIO DE SOUZA,Deputado Estadual,2018
LUIZ CARLOS DA COSTA FILHO,Deputado Estadual,2018
LUIZ CARLOS SILVA DA CUNHA,Deputado Federal,2018
MARCELO EUSTAQUIO MARTINS,Deputado Estadual,2018
MARCIA FERREIRA RAMOS,Deputado Federal,2018
MARCIO RODRIGUES CASTOR,Deputado Estadual,2018
MARCO ANTONIO ANDRADE DE SOUSA,Deputado Estadual,2018
MARCO ANTONIO DE OLIVEIRA LACERDA,Deputado Estadual,2018
MARCO ANTONIO REIS CARVALHO,Deputado Federal,2018
MARCOS ANDRÉ MATEUS,Deputado Estadual,2018
MARCOS DE BRITO MESQUITA,Deputado Estadual,2018
MARCOS MARTINS NAVES,Deputado Estadual,2018
MARIA ANGELA FERREIRA COSTA,Deputado Estadual,2018
MARIA DAS GRAÇAS OLIVEIRA,Deputado Estadual,2018
MARIA DAS GRAÇAS OLIVEIRA,Deputado Federal,2018
MARIA DE LOURDES RODRIGUES DE OLIVEIRA,Deputado Federal,2018
MARIA ROSANA DE PAIVA CAMPOS,Deputado Federal,2018
MARILIA GARCIA DOMINGUES,Deputado Federal,2018
MARLEI ARAUJO COSTA,Deputado Federal,2018
MARONNE QUADROS ANTUNES,Deputado Federal,2018
MARTA AUXILIADORA DIAS,Deputado Estadual,2018
MATTEUS SANTOS DE SOUZA BOFFO,Deputado Estadual,2018
MAXSUEL DA SILVA DE OLIVEIRA,Deputado Estadual,2018
MIGUEL ONOFRE PINTO LARA FALEIRO ,Deputado Estadual,2018
MONICA MARIA MENDES NADU,Deputado Federal,2018
NEILSON GONÇALVES DE OLIVEIRA,Deputado Federal,2018
NELSON PEREIRA DE ANDRADE,Deputado Estadual,2018
NESTOR RAMOS CUSTODIO,Deputado Estadual,2018
NEUBERT VIEIRA GONÇALVES,Deputado Federal,2018
PABLO SOUSA PINHEIRO,Deputado Federal,2018
PAULO ROBERTO REZENDE,Deputado Federal,2018
PEDRO DE PAULA COSTA,Deputado Estadual,2018
PEDRO OSORIO PINTO SANTOS,Deputado Estadual,2018
POLIANA CHILES DA COSTA,Deputado Federal,2018
RAMON GOMES BARROS,Deputado Federal,2018
RAMSÉS MACIEL DE CASTRO,Deputado Federal,2018
RAQUEL DA SILVA LIMA,Deputado Estadual,2018
RAULISSON MIRANDA ALBERTO,Deputado Federal,2018
REGIANE APARECIDA DE OLIVEIRA,Deputado Federal,2018
REGINA MARIA CIOFFI BATAGINI,Deputado Estadual,2018
REGINALDO MENEGUINI COSTA ,Deputado Estadual,2018
REGINALDO PEREIRA ESPINDO ,Deputado Estadual,2018
RENAN DOS REIS CARLOS,Deputado Estadual,2018
RENILDA ALVES FILGUEIRAS,Deputado Estadual,2018
RITA MAGDA TORRES PEREIRA,Deputado Estadual,2018
ROBERTO DA VEIGA FELIPPE,Deputado Federal,2018
ROBSON DE SOUZA BITTENCOURT,Deputado Federal,2018
RODOLFO MAGNO FLAURINDO,Deputado Estadual,2018
RODRIGO FELIPE DE AZEVEDO,Deputado Estadual,2018
ROGÉRIO ANTONIO GONÇALVES,Deputado Federal,2018
ROSE MEIRE DONIZETTI RIBEIRO FRANCISCO,Deputado Estadual,2018
ROSILANGE PEREIRA DE ALMEIDA E SILVA,Deputado Estadual,2018
ROSÂNGELA DOS SANTOS VIEIRA,Deputado Estadual,2018
RUBENS FERREIRA DA COSTA,Deputado Federal,2018
SALMA REGINA GALLATE,Deputado Estadual,2018
SAMARA FERNANDA DE CARVALHO JARDIM,Deputado Estadual,2018
SANDRA SPINDOLA LISBOA,Deputado Estadual,2018
SANIVIA PIRES AVELAR,Deputado Federal,2018
SELMA PERPÉTUA DE SÁ DO CARMO,Deputado Estadual,2018
SERGIO FERRAREZI DE CARVALHO,Deputado Estadual,2018
TELMA PATRÍCIA DE MORAES SANTOS,Deputado Estadual,2018
VANDEILSON REIS,Deputado Estadual,2018
VINICIUS DA COSTA GOMES,Deputado Estadual,2018
VIVIANE MARQUES DE ARAUJO,Deputado Estadual,2018
VÍVIA PAULA DINIZ ABREU,Deputado Federal,2018
WAGNER GONÇALVES DA SILVA,Deputado Estadual,2018
WANDERGLEYDSON APARECIDO SILVEIRA,Deputado Estadual,2018
WELTON LUIZ DE MELO,Deputado Estadual,2018
WILLYAN PACHERE,Deputado Estadual,2018
ZUINGLER RIBEIRO DE OLIVEIRA,Deputado Estadual,2018
ADILA VALDEMIRA SEVERINO DAS NEVES,Deputado Estadual,2018
CHRISTIAN PAIS FLORIANO,Deputado Estadual,2018
CLAUDIO JOSE DE SOUZA,Deputado Estadual,2018
EDIE OLIVEIRA REZENDE,Deputado Federal,2018
ELZA GERALDA DA PAIXÃO,Deputado Federal,2018
FABRICIO JUNIOR DE OLIVEIRA AVELINO,Deputado Federal,2018
FERNANDO ANTÔNIO BEZERRA DA SILVA FILHO,Deputado Estadual,2018
IGOR GEOVANE VERSIANI LADEIA,Deputado Estadual,2018
INGRYD GOMES VIEIRA TOMAINO,Deputado Federal,2018
IZAIAS BORGES GONÇALVES,Deputado Estadual,2018
JOANIR MARTINS COELHO,Deputado Estadual,2018
JOAO MARCELO FERREIRA SOARES DE QUADROS,Deputado Estadual,2018
JUARES DE SOUZA FERREIRA,Deputado Federal,2018
LUCAS AUGUSTO PEREIRA SILVA,Deputado Estadual,2018
MATHEUS COSTA GOMES,Deputado Estadual,2018
MAYCON ARIEL DA SILVA,Deputado Federal,2018
ROSARIA APARECIDA DIAS EUGENIO RESENDE,Deputado Estadual,2018
SARAH TALITA JORDÃO,Deputado Estadual,2018
SERGIO ANTONIO DE OLIVEIRA,Deputado Federal,2018
SERGIO RODRIGUES GODINHO,Deputado Federal,2018
SERGIO SILVA BALBINO,Deputado Federal,2018
VALMIR MACHADO RODRIGUES,Deputado Estadual,2018
VICTOR ALESSANDRO AGOSTINI DE CARVALHO,Deputado Federal,2018
WAGNER AFONSO DE FARIA,Deputado Estadual,2018
WANDERLEY FERREIRA DE SOUSA,Deputado Federal,2018
WILSON RIBEIRO DE SOUSA,Deputado Federal,2018
ZAQUEU RODRIGUES EVANGELISTA,Deputado Federal,2018
ZENI FRANCISCA DA SILVA,Deputado Estadual,2018
AILTON AUGUSTO PAIVA DE OLIVEIRA,Deputado Estadual,2018
ALEXANDRE TOMAZ DA SILVA,Deputado Estadual,2018
ANA LETÍCIA MEDEIROS GODOI SILVA,Deputado Federal,2018
ANTONIO FERNANDO PEREIRA DOS SANTOS,Deputado Federal,2018
ANTONIO JORGE DE LIMA GOMES,Deputado Estadual,2018
AROLDO SILVA DE JESUS,Deputado Estadual,2018
CARLA ALEXANDRA INES,Deputado Estadual,2018
CARLOS DE FREITAS COSTA,Deputado Federal,2018
CARLOS JOSE NUNES DA SILVA,Deputado Federal,2018
CELIO GOMES SILVA,Deputado Estadual,2018
CLAUDIO CELIO CUNHA DEFENSOR,Deputado Estadual,2018
DALTON PESSOA SOARES,Deputado Federal,2018
DESCIO CORDEIRO BRANDAO,Deputado Federal,2018
EDMILSON LAMAS CARDOSO,Deputado Estadual,2018
EDUARDO TERTULIANO OLIVEIRA SANTOS,Deputado Federal,2018
ELIAS PEREIRA DIAS,Deputado Federal,2018
ELISABETH AUGUSTA DOS REIS,Deputado Estadual,2018
EMERSON AFONSO FERNANDES,Deputado Federal,2018
ENAGNÓLIA DA COSTA AGUIAR,Deputado Estadual,2018
ERIKA LEÃO MINELLI,Deputado Estadual,2018
EVERARDO ANGELO JOSE OLIVEIRA,Deputado Federal,2018
GERALDO BARBOSA DE LIMA,Deputado Estadual,2018
GILSON DUQUE DA SILVA,Deputado Estadual,2018
GLAUCIENE NOGUEIRA,Deputado Federal,2018
HAROLDO DARTAGNAN DE CARVALHO,Deputado Estadual,2018
ITAMAR PEREIRA FAUSTINO,Deputado Estadual,2018
IVALDETE CHUCRE,Deputado Estadual,2018
JANE LUCIA DE SOUZA SANTOS,Deputado Estadual,2018
JOANA VERONICA NOGUEIRA SANTOS,Deputado Estadual,2018
JOAQUIM XAVIER DE SOUZA,Deputado Federal,2018
JOELISIA MOREIRA FEITOSA FILHA,Deputado Estadual,2018
JORGE MELQUIADES PIMENTA,Deputado Estadual,2018
JOSE AFONSO GOMES FERREIRA,Deputado Federal,2018
JOSE JORGE DE CARVALHO,Deputado Estadual,2018
JOSE NASCIMENTO DOS SANTOS,Deputado Estadual,2018
JOSE RAIMUNDO CORDEIRO,Deputado Federal,2018
JOÃO VALDOMIRO DE JESUS PERPÉTUO,Deputado Federal,2018
JULIANO FRANCIOLE FERREIRA DE CARVALHO,Deputado Estadual,2018
JULIO CESAR DO NASCIMENTO,Deputado Estadual,2018
KATHREIN FERREIRA PIRES,Deputado Federal,2018
LUCAS FERNANDO DOS SANTOS ARAÚJO,Deputado Estadual,2018
LUIS AUGUSTO VECCHIO SALOMON,Deputado Federal,2018
LUIZ ANTÔNIO DA SILVA,Deputado Federal,2018
MARCOS ANTONIO SOARES SANTANA,Deputado Estadual,2018
MARCOS BORGES FERREIRA,Deputado Estadual,2018
MARIA ANTÔNIA RODRIGUES,Deputado Estadual,2018
MARIA APARECIDA ALVES DOS SANTOS,Deputado Estadual,2018
MARIA GENY RIBEIRO DOS SANTOS BORGES,Deputado Estadual,2018
MARILUCE DE CARVALHO RODRIGUES,Deputado Estadual,2018
MARIO BRAZ SILVEIRA,Deputado Federal,2018
MILTON ALVES DE ASSUNCAO,Deputado Federal,2018
MÁRCIA DE PAULA WIESEN,Deputado Federal,2018
PAULO HENRIQUE PIRES,Deputado Estadual,2018
PEDRO WILSON ROCHA,Deputado Federal,2018
ROBERTO ELBO GONÇALVES,Deputado Estadual,2018
RONALDO TEIXEIRA DA SILVEIRA,Deputado Estadual,2018
RUDSON FELIPE DA PAIXAO,Deputado Estadual,2018
SIMONE ALBANO DE MACEDO ,Deputado Federal,2018
SÉRGIO ARAUJO DE MELO,Deputado Estadual,2018
THARCILA CRISTINA DA SILVA,Deputado Federal,2018
VERA CRISTINA DE OLIVEIRA,Deputado Estadual,2018
VITAL HONORATO DA SILVA,Deputado Federal,2018
WELLINGTON ANTÔNIO VIEIRA,Deputado Federal,2018
WEVERTON MARIANO BARBOSA,Deputado Estadual,2018
WILSON MELO JÚNIOR,Deputado Estadual,2018
ALLEX VIEIRA SANTOS,Deputado Estadual,2018
ANA CRISTINA GONÇALVES,Deputado Estadual,2018
ANDRE DOS SANTOS MOURA,Deputado Estadual,2018
ANTÔNIO DE JESUS NEVES,Deputado Estadual,2018
CARLOS ROBERTO DA COSTA,Deputado Estadual,2018
EXPEDITO RODRIGUES DOS REIS,Deputado Estadual,2018
FLAVIO JABBUR BRAGA,Deputado Estadual,2018
FLÁVIO DE SOUZA PINTO,Deputado Estadual,2018
FRANCISCO FAGUNDES DE FREITAS,Deputado Estadual,2018
HERNANE NORBERTO DE CASTRO,Deputado Estadual,2018
ISRAEL ALVES PEREIRA,Deputado Estadual,2018
IVANILDO DA CONCEIÇÃO TEIXEIRA,Deputado Federal,2018
JAZIEL SOUSA CARDOSO,Deputado Federal,2018
JORGE LUIS CANHESTRO SANTOS,Deputado Federal,2018
JOSE GONZAGA DE SOUZA,Deputado Estadual,2018
JULIO CESAR DE JESUS,Deputado Estadual,2018
LUCIA ROSA DE MEDEIROS,Deputado Federal,2018
LUÍS FERNANDO DE BARROS COSTA,Deputado Federal,2018
MAGNA APARECIDA DA SILVA,Deputado Federal,2018
MARCO AURELIO ALVES DA SILVA,Deputado Federal,2018
MARCOS ALBINO DINIZ,Deputado Estadual,2018
MARIA CELMA DE OLIVEIRA PEREIRA,Deputado Estadual,2018
PATRICIA FERNANDES DA SILVA,Deputado Estadual,2018
PEDRO HENRIQUE FRANCO,Deputado Federal,2018
RENATO VIEIRA DE SOUZA,Deputado Estadual,2018
RONALDO RÉGIO MATOS DE OLIVEIRA,Deputado Federal,2018
SERGIO NUNES DE FREITAS,Deputado Estadual,2018
WANDERLEI FERNANDES BATISTA,Deputado Federal,2018
XABIER GALARZA IBARRONDO,Deputado Estadual,2018
ALCIDES COIMBRA,Deputado Estadual,2018
ALVARO CESAR MACHADO,Deputado Estadual,2018
ANA MARIA NORONHA DE OLIVEIRA,Deputado Estadual,2018
ANDRÉ LUIS DE JESUS,Deputado Federal,2018
ANGELICA CONCEIÇÃO PELUZO DA SILVA,Deputado Federal,2018
JOSÉ GERÔNIMO DA SILVA,Deputado Estadual,2018
MARIA APARECIDA DA CUNHA SANGUINETE,Deputado Estadual,2018
MARIA BERNADETE DOS SANTOS,Deputado Federal,2018
VANIA PORTO MUMIC,Deputado Estadual,2018
VERA MARIA ARAÚJO GUERRA,Deputado Estadual,2018
WERLYSON LOPES PEREIRA,Deputado Estadual,2018
AGUINEL FERREIRA DA CRUZ,Deputado Federal,2018
DANIEL BELLICO DE OLIVEIRA,Deputado Estadual,2018
EDNA TOMAINO MIRANDA,Deputado Federal,2018
EDUARDO JANOT PACHECO LOPES,Deputado Estadual,2018
FABIO EUSTAQUIO SACCHETTO GUIMARÃES FONSECA,Deputado Federal,2018
FRANKLIN SOARES DE OLIVEIRA,Deputado Estadual,2018
GILSON RIBEIRO DE SOUZA,Deputado Estadual,2018
JOSE GREGORIO DE PAIVA NETO,Deputado Estadual,2018
LUIS GUSTAVO D AVILA RIANI,Deputado Federal,2018
MARCÍLIO DE ASSIS,Deputado Federal,2018
RONALDO JOAO DA SILVA,Deputado Estadual,2018
FABIO VILLELA PARENTE,Deputado Estadual,2018
JOSÉ DEMÉTRIO AMORIM,Deputado Estadual,2018
WALKIRIA LUIZ FERNANDES APPS,Deputado Federal,2018
ZULEIDE APARECIDA DE OLIVEIRA,Deputado Estadual,2018
CELSO GUILHERME PROCOPIO DE MORAIS,Deputado Federal,2018
ELIZABETE CONCEIÇÃO VIANA,Deputado Estadual,2018
JOSUE ANTONIUS LISBOA DE FREITAS ALTERA,Deputado Estadual,2018
JULÍO TAVARES,Deputado Estadual,2018
JUSCELINO DE OLIVEIRA FERNANDES,Deputado Federal,2018
MARCIO GOMES DA SILVA,Deputado Estadual,2018
MARCOS ANTONIO DO NASCIMENTO,Deputado Federal,2018
MIGUEL ÂNGELO DOS SANTOS,Deputado Federal,2018
PABLO FRANCISCO ESTEVES,Deputado Estadual,2018
PETRINA PEREIRA ROSA,Deputado Federal,2018
SILENE DE JESUS GOMES DAMASCENO,Deputado Estadual,2018
CELY PEREIRA DOS SANTOS,Deputado Estadual,2018
EDVALDO VAZ DE ANDRADE,Deputado Estadual,2018
ELIZA PEREIRA DE SOUZA,Deputado Federal,2018
FABIANE CRISTINA MATOS MOTA,Deputado Estadual,2018
GERALDO MAGELA GOUVEIA,Deputado Estadual,2018
GILBERTO ANTONIO GOMES,Deputado Federal,2018
GISLAINE DE SOUZA LIMA,Deputado Federal,2018
JADERSON CAVALIERI TALMA,Deputado Estadual,2018
JOSELI ANÍSIO PINTO,Deputado Estadual,2018
LUCIANA VAZ VENANCIO,Deputado Estadual,2018
MARIA PENAS DE JESUS,Deputado Estadual,2018
MÁRCIA LUCIA DE SOUZA CÂMARA,Deputado Estadual,2018
PERLA CRISTINA ALCIATI BOESE,Deputado Federal,2018
SANDRA SUELI FONSECA LAURO,Deputado Estadual,2018
SANTA SOARES DOS REIS SILVA,Deputado Federal,2018
VICENTE DE PAULA FERREIRA,Deputado Estadual,2018
ALTAIR LUIZ DA SILVA,Deputado Estadual,2018
EIDA MARIA DE CAMPOS SILVA,Deputado Federal,2018
FRANCISCO ANTÔNIO LIBORIO COSTA,Deputado Federal,2018
ISMAEL ARAUJO FERREIRA,Deputado Estadual,2018
LEIDIVIANE APARECIDA DA SILVA FERREIRA,Deputado Federal,2018
MARCIO MARQUES DA SILVA,Deputado Federal,2018
MARLEY VASQUES PECANHA,Deputado Federal,2018
OSWALDO ROQUE DA SILVEIRA,Deputado Estadual,2018
REGINALDO EUSTÁQUIO,Deputado Estadual,2018
ROQUE SALDANHA ROSA,Deputado Federal,2018
VALDETE DE JESUS ALMEIDA,Deputado Federal,2018
WAGNER NOGUEIRA DE FREITAS,Deputado Federal,2018
ANDERSON TADEU COELHO,Deputado Estadual,2018
ARTHUR MIRANDA MOTTA ALKMIM,Deputado Federal,2018
BELARMINO RIBEIRO DA SILVA,Deputado Federal,2018
CLAUDIO ANTONIO DOS SANTOS,Deputado Estadual,2018
CLÊNEA DE FÁTIMA RESENDE,Deputado Federal,2018
EDWARD MANOEL SANTANA,Deputado Estadual,2018
FABIANO FERREIRA DOS SANTOS,Deputado Federal,2018
FABIO DE FREITAS MOZELLI,Deputado Estadual,2018
FERNANDO ANTONIO SANTOS DE SANTANA,Deputado Estadual,2018
FERNANDO MESSIAS DOS REIS,Deputado Estadual,2018
GLAUCIA DE PAULA MOREIRA,Deputado Estadual,2018
JUAREZ DE SOUSA DA ROCHA,Deputado Federal,2018
KATIA CILENE PEREIRA BORDONI DINIZ,Deputado Estadual,2018
LUIZ ANTONIO VIANNA ZANON,Deputado Estadual,2018
MARLI DE FATIMA PAIXÃO,Deputado Estadual,2018
MARLY DE LOURDES MENDES OLIVEIRA,Deputado Estadual,2018
MATEUS CARLOS DA SILVA BRAGA,Deputado Estadual,2018
MAX NEVES GONÇALVES,Deputado Federal,2018
PATRICIA FERRAZ LINHARES,Deputado Estadual,2018
REGI LISANDRO ALVES COSTA,Deputado Federal,2018
ROSANIA APARECIDA RIBEIRO,Deputado Federal,2018
SEBASTIAO RODRIGO INACIO DOS REIS,Deputado Estadual,2018
SELMO EUSTÁQUIO BARBOSA,Deputado Estadual,2018
SILVANIA DE SOUZA RIBEIRO,Deputado Estadual,2018
SINVAL OLIVEIRA SANTOS,Deputado Estadual,2018
TACIANY PEREIRA DOS SANTOS,Deputado Estadual,2018
WASHINGTON LUIZ SOARES DE CARVALHO,Deputado Estadual,2018
ANDRE DOMINGOS GONÇALVES,Deputado Estadual,2018
CARMEM LÚCIA DE OLIVEIRA MAXIMIANO,Deputado Estadual,2018
FERNANDO ANTONIO DOS SANTOS,Deputado Estadual,2018
FERNANDO LUIZ DE PAULA,Deputado Estadual,2018
ILDEU DE OLIVEIRA FERREIRA,Deputado Estadual,2018
JOSE CELIO DE OLIVEIRA FAQUIM,Deputado Federal,2018
JOSÉ ANTONIO DO NASCIMENTO,Deputado Estadual,2018
JOÃO APARECIDO RIBEIRO LEAL,Deputado Federal,2018
JOÃO VICENTE DEOCLECIANO PACHECO,Deputado Estadual,2018
LUCAS MANOEL BARBOSA WERNECK,Deputado Estadual,2018
LUIZ CARLOS NOGUEIRA,Deputado Estadual,2018
MAGALI AUXILIADORA CAMPOS,Deputado Estadual,2018
MARIA DAS DORES DE JESUS,Deputado Federal,2018
NILSA ANTÔNIA DA SILVA,Deputado Federal,2018
NIVEA NUZIA DANIEL MARTINS,Deputado Estadual,2018
SAUL ALVES FERREIRA,Deputado Estadual,2018
ADAO ESMERIA LIMA OLIVEIRA,Deputado Estadual,2018
ADELONES MARTINS DE MOURA,Deputado Estadual,2018
ADRIANA MONTEIRO DA ROCHA,Deputado Estadual,2018
AINA APARECIDA DORIA,Deputado Estadual,2018
ALEXANDRE JOSE PINHEIRO RODRIGUES,Deputado Federal,2018
ANDREIA JACQUELINE PACHECO,Deputado Federal,2018
ANDREIA SUELI ARAUJO LOPES,Deputado Federal,2018
ANTÔNIO AUGUSTO COELHO TAVARES,Deputado Federal,2018
APARECIDA GELDA DE OLIVEIRA,Deputado Federal,2018
ASTRID SARMENTO COSAC ,Deputado Estadual,2018
CREDINEIA MARIA DOS SANTOS,Deputado Estadual,2018
DIORDEN DIOFFTTO PAIVA DA SILVA,Deputado Federal,2018
ECLAIR GONCALVES GOMES,Deputado Federal,2018
EDSON BORGES PROFETA FILHO,Deputado Estadual,2018
ELISEU GABRIEL DA SILVA,Deputado Federal,2018
ELTON CRUVINEL BORGES,Deputado Federal,2018
ELYOENA JANULA VIEIRA CHAVES FERREIRA,Deputado Federal,2018
ERASMO RODRIGUES DINIZ,Deputado Federal,2018
GABRIELLY COSTA CARDOSO,Deputado Estadual,2018
GUILHERME ANTÔNIO DINIZ,Deputado Estadual,2018
IAGO SOUZA SANTIAGO,Deputado Federal,2018
JOAO BATISTA DE LIMA,Deputado Federal,2018
JORGE FLAUSINO DE SOUZA,Deputado Estadual,2018
JOSE JARBAS PIMENTA,Deputado Federal,2018
JOÃO JACQUES FREIRE JUNQUEIRA VILLELA,Deputado Estadual,2018
JULIO CEZAR RODRIGUES NERY,Deputado Federal,2018
MARCOS DE MELO E SILVA,Deputado Estadual,2018
MARCÍLIA SILVA NEVES,Deputado Estadual,2018
MARLENE APARECIDA BRAGA BICALHO,Deputado Estadual,2018
MAURA MARIA DA SILVA FOUREAUX MACEDO,Deputado Estadual,2018
MOABE SIDONIO DA SILVA,Deputado Federal,2018
NAIR MACHADO DE OLIVEIRA,Deputado Estadual,2018
RONALDO RICARDO DE ANDRADE,Deputado Federal,2018
TATIANE RIBEIRO DE ASSIS PROCÓPIO LELIS,Deputado Federal,2018
TELMA MARIA DE OLIVEIRA,Deputado Federal,2018
WANDERSON SANTOS MACHADO,Deputado Estadual,2018
WILLIAM DE OLIVEIRA,Deputado Estadual,2018
ADÃO GOMES FILHO,Deputado Estadual,2018
ALIPIO JOSE DE BARROS NETO,Deputado Federal,2018
ALMIRA FRANCISCA DOS SANTOS,Deputado Federal,2018
ALYPIO ANTONIO DA COSTA,Deputado Federal,2018
DANIELA ALVES SOARES,Deputado Estadual,2018
JOSÉ DO CARMO DA SILVA,Deputado Estadual,2018
LEANDRO JESUS SANTOS,Deputado Federal,2018
NEYLOR AUDRIN VIEIRA CABRAL,Deputado Estadual,2018
VALÉRIO VIEIRA DOS SANTOS,Deputado Federal,2018
ADILAINE ADRIANA GUIMARÃES PIRES FONSECA,Deputado Estadual,2018
ANNA CAROLINA COSTA QUELOTTI GONÇALVES,Deputado Federal,2018
CASSIA SIMONE DA SILVA,Deputado Federal,2018
DIEGO ALVES,Deputado Estadual,2018
DIEGO ROBERTO FELIX,Deputado Estadual,2018
EUCLIDES RODRIGUES DOS SANTOS,Deputado Federal,2018
GABRIEL LAFETÁ PRATES TUPINAMBÁ DE LELIS,Deputado Federal,2018
GALBA MAGALHÃES VELLOSO,Deputado Estadual,2018
GUSTAVO PEIXOTO BELARMINO,Deputado Estadual,2018
JACQUES ANTONIO MOREIRA,Deputado Federal,2018
JOSETH CARDOSO SOUZA,Deputado Estadual,2018
LORENA DO CARMO HONORATO,Deputado Federal,2018
LUCIANA APARECIDA NEIVA DE SOUZA,Deputado Estadual,2018
MAGNOLIA SOUZA DE SANTANA,Deputado Estadual,2018
NAIANA COLLEM SILVA ,Deputado Federal,2018
PAULO HENRIQUE AZEREDO NASCIMENTO,Deputado Federal,2018
PRISCILLA CAROLINA SOARES LEAL,Deputado Federal,2018
RICARDO MACHADO SCHEID ,Deputado Estadual,2018
SIMONE CRISTINA CLARO FERNANDES,Deputado Federal,2018
ULISSES ACACIO DE ALCANTARA,Deputado Estadual,2018
WELBERT PEREIRA DE FARIA,Deputado Estadual,2018
ANDERSON FRANCO DE ALMEIDA,Deputado Estadual,2018
ANGELICA DE JESUS DA SILVA,Deputado Estadual,2018
CLAUDINEI VIEIRA DE MOURA,Deputado Federal,2018
EDER SOUZA NEVES,Deputado Federal,2018
FABRICIO JOSE CARDOSO DA MOTA,Deputado Federal,2018
HELBERTH ANTONIO DE MATOS PEREIRA,Deputado Estadual,2018
JUSSARA APARECIDA SIMPLÍCIO,Deputado Federal,2018
ADELMACIR DE SOUZA,Deputado Estadual,2018
ADÃO VALDIR XAVIER GOMES,Deputado Estadual,2018
ELANE CRISTINA ALVES,Deputado Estadual,2018
FLORINDO DA COSTA BRASIL,Deputado Federal,2018
RONALDO APARECIDO LIBÓRIO COSTA,Deputado Estadual,2018
ANTONIO PEDRO DA SILVA,Deputado Federal,2018
CLEIDE SOARES DOS SANTOS,Deputado Federal,2018
ERNANE NELES DE RESENDE PINTO,Deputado Federal,2018
EVALDO DUARTE DE BARCELOS,Deputado Estadual,2018
IVAN TARGINO PONCIANO FILHO,Deputado Estadual,2018
JARLEIS CELESTINO BRITO,Deputado Federal,2018
JOAQUIM SOARES DA COSTA FILHO,Deputado Federal,2018
MARCELO ALVES DE OLIVEIRA,Deputado Federal,2018
MARCIO ARANTES LIMONGI,Deputado Federal,2018
MARCO ANTONIO MACEDO GRINET,Deputado Federal,2018
MICHAEL SANDER SILVA,Deputado Federal,2018
MOISES MUZZI MARTINS,Deputado Estadual,2018
PAULO RICARDO CASTRO COSTA,Deputado Estadual,2018
CHARLES PEREIRA MALAQUIAS,Deputado Estadual,2018
DENISE DA PAIXÃO ANDRADE DE ABREU,Deputado Estadual,2018
DIVINA MARCIA BITENCOURT DE OLIVEIRA,Deputado Estadual,2018
EDUARDO DE OLIVEIRA,Deputado Estadual,2018
ELCI PEDRO OZORIO,Deputado Federal,2018
ELISANGELA DUARTE ROCHA,Deputado Federal,2018
ELOIZA DE FATIMA SOUZA DALLA VECCHIA,Deputado Federal,2018
FABIO DOS SANTOS,Deputado Federal,2018
GEORGE VIANNA DE MEDEIROS,Deputado Estadual,2018
JOSÉ CARLOS GOMES,Deputado Federal,2018
JOÃO BATISTA FERREIRA RIBEIRO,Deputado Federal,2018
MARIA CRISTINA LOURENÇO,Deputado Estadual,2018
MARIO RAIMUNDO DE SOUZA,Deputado Federal,2018
MICHELINE FRANCIS TEIXEIRA FERREIRA,Deputado Federal,2018
RONALDO MARTINS ARAÚJO,Deputado Estadual,2018
VANDA XAVIER SILVA,Deputado Federal,2018
WELLINGTON SILVA,Deputado Estadual,2018
