NM_VOTAVEL,DS_CARGO,ANO
ALEXANDRE CÂNDIDO RODRIGUES,DEPUTADO FEDERAL,2022
ALEXANDRE MAGNUS MELO MARTINS,DEPUTADO FEDERAL,2022
ALEXANDRE RAIMUNDO BARROS LIMA,DEPUTADO FEDERAL,2022
ALEXIS RANGEL DE MATOS,DEPUTADO ESTADUAL,2022
ALFREDO JOSE LEITE GUIMARÃES,DEPUTADO FEDERAL,2022
ALINE ALVES QUIRINO,DEPUTADO ESTADUAL,2022
ALINE LEAL BASTOS MORAIS DE BARROS,DEPUTADO FEDERAL,2022
ALINE RISI DOS SANTOS,DEPUTADO FEDERAL,2022
ALMIR ROGERIO NUNES DE SOUZA,DEPUTADO ESTADUAL,2022
ALTAMIRO ALVES DE SOUZA,DEPUTADO ESTADUAL,2022
AMANDA LEMOS DA SILVA,DEPUTADO ESTADUAL,2022
ANA APARECIDA PIRES,DEPUTADO FEDERAL,2022
ANA CAROLINA PINTO CARAM GUIMARÃES,DEPUTADO ESTADUAL,2022
ANA CAROLINA PONTELO CANABRAVA,DEPUTADO ESTADUAL,2022
ANA MARIA FERNANDES RIBEIRO,DEPUTADO ESTADUAL,2022
ANA PAULA DE OLIVEIRA,DEPUTADO ESTADUAL,2022
ANA PAULA SIQUEIRA,DEPUTADO ESTADUAL,2022
ANDERSON LUIZ COSTA,DEPUTADO ESTADUAL,2022
ANDERSON TORRES FELIX,DEPUTADO ESTADUAL,2022
ANDRE HUSEMANN PATTI,DEPUTADO ESTADUAL,2022
ANDRÉA DE FÁTIMA MACHADO ADJUTO,DEPUTADO FEDERAL,2022
ANDRÉIA RENATA BRITO DE SOUZA SIMÕES,DEPUTADO ESTADUAL,2022
ANISDEI ABADIA DE LIMA SILVA,DEPUTADO FEDERAL,2022
ANTONIO AFONSO PEREIRA,DEPUTADO FEDERAL,2022
ANTONIO CARLOS ARANTES,DEPUTADO ESTADUAL,2022
ANTONIO DIVINO DE SOUZA,DEPUTADO ESTADUAL,2022
ANTONIO GERALDO CAMPOS DE JESUS,DEPUTADO FEDERAL,2022
ANTONIO JULIO DE FARIA,DEPUTADO ESTADUAL,2022
ANTÔNIO FRANCISCO DE OLIVEIRA FILHO,DEPUTADO FEDERAL,2022
APOLO CARVALHO FERREIRA,DEPUTADO FEDERAL,2022
APOLO HERINGER LISBOA,DEPUTADO FEDERAL,2022
ARIADNA BORGES MUNIZ,DEPUTADO ESTADUAL,2022
ARTHUR HELIO ALBERGARIA CAMPOS,DEPUTADO ESTADUAL,2022
ASTÉRIO ITABAYANA NETO,DEPUTADO ESTADUAL,2022
AUREO RODRIGUES MOREIRA JUNIOR,DEPUTADO ESTADUAL,2022
AVELIN ROSANA ROLIM CORREIA DE OLIVEIRA,DEPUTADO ESTADUAL,2022
BARBARA REGINA BARRETO DE SOUZA,DEPUTADO ESTADUAL,2022
BERNADETE FELIX DA SILVA,DEPUTADO ESTADUAL,2022
BERNARDO BARTOLOMEO MOREIRA,DEPUTADO ESTADUAL,2022
BERNARDO LUIZ FORNACIARI RAMOS,DEPUTADO FEDERAL,2022
BERNARDO MUCIDA OLIVEIRA,DEPUTADO ESTADUAL,2022
BRENDA HELOÍSA MOREIRA REIS,DEPUTADO FEDERAL,2022
BRUNO ARAÚJO OLIVEIRA,DEPUTADO ESTADUAL,2022
BRUNO CARNEIRO BRAZ,DEPUTADO FEDERAL,2022
BRUNO DOMINGUES DOS SANTOS,DEPUTADO FEDERAL,2022
BRUNO OLIVEIRA ALENCAR,DEPUTADO FEDERAL,2022
CARLOS ALBERTO DE MELLO,DEPUTADO FEDERAL,2022
CARLOS ALBERTO PEREIRA,DEPUTADO FEDERAL,2022
CARLOS DOMINGOS MOTA COELHO,DEPUTADO FEDERAL,2022
CARLOS EDUARDO AMARAL PEREIRA DA SILVA,DEPUTADO FEDERAL,2022
CARLOS EDUARDO BRAGA MENEZES,DEPUTADO FEDERAL,2022
CARLOS GUILHERME DA CRUZ,DEPUTADO ESTADUAL,2022
CARLOS HENRIQUE ALVES DA SILVA,DEPUTADO ESTADUAL,2022
CARLOS HONORIO OTTONI JUNIOR,DEPUTADO ESTADUAL,2022
CARLOS LINDOMAR DE SOUSA,DEPUTADO ESTADUAL,2022
CARLOS MAGNO DE MOURA SOARES,DEPUTADO ESTADUAL,2022
CARLOS MARIO PEREIRA,DEPUTADO FEDERAL,2022
CARLOS PAVANELLI BATISTA,DEPUTADO FEDERAL,2022
CARLOS ROBERTO DE CARVALHO,DEPUTADO ESTADUAL,2022
CARLOS ROBERTO GONÇALVES DA ROCHA,DEPUTADO ESTADUAL,2022
CARLOS WELTH PIMENTA DE FIGUEIREDO,DEPUTADO ESTADUAL,2022
CAROLINE EMANUELLE OLIVEIRA GOMES DE PAULA,DEPUTADO FEDERAL,2022
CAROLINE FIGUEIREDO COSTA,DEPUTADO ESTADUAL,2022
CAROLINNE MARTINS ALMEIDA BERNARDELI,DEPUTADO ESTADUAL,2022
CASSIO CORREA DE MATOS,DEPUTADO ESTADUAL,2022
CELIA APARECIDA SOARES DE SOUZA,DEPUTADO ESTADUAL,2022
CHARLLES THOMACELLI EVANGELISTA,DEPUTADO FEDERAL,2022
CHRISTIANO AUGUSTO XAVIER FERREIRA,DEPUTADO ESTADUAL,2022
CIRO DANIEL DE SOUZA PEREIRA DA SILVA,DEPUTADO ESTADUAL,2022
CLAUDIO SANTANA DA MATA,DEPUTADO ESTADUAL,2022
CLEBER DORCELINO DE SOUZA,DEPUTADO FEDERAL,2022
CLEINES PINTO DE OLIVEIRA,DEPUTADO FEDERAL,2022
CLEITON DE OLIVEIRA,DEPUTADO ESTADUAL,2022
CLEITON XAVIER DA SILVA,DEPUTADO FEDERAL,2022
CLOVIS GUERHARDT,DEPUTADO ESTADUAL,2022
CLÁUDIA ARAÚJO ROMUALDO,DEPUTADO ESTADUAL,2022
CLÁUDIO MARCOS SANTOS OLIVEIRA,DEPUTADO ESTADUAL,2022
CONCEICAO APARECIDA DUARTE ARRUDA SEBASTIAO,DEPUTADO FEDERAL,2022
CRISTIANE MARIA DOS REIS SILVA,DEPUTADO ESTADUAL,2022
CRISTIANE PEREIRA ANDRÉ DE JESUS,DEPUTADO ESTADUAL,2022
CRISTINA DEL PAPA,DEPUTADO FEDERAL,2022
CÁSSIA RIBEIRO DE SOUZA,DEPUTADO FEDERAL,2022
DALMO DE ASSIS PEREIRA,DEPUTADO FEDERAL,2022
DANIEL APARECIDO DE ARAÚJO CABRAL,DEPUTADO ESTADUAL,2022
DANIEL FLÁVIO DE MOURA CARVALHO,DEPUTADO FEDERAL,2022
DANIEL GIOTTI DE PAULA,DEPUTADO FEDERAL,2022
DANIEL GUEDES SOARES,DEPUTADO ESTADUAL,2022
DANIELLE CRISTINA DOS SANTOS,DEPUTADO ESTADUAL,2022
DANIELLE MARINA DE SOUZA DO CARMO,DEPUTADO ESTADUAL,2022
DANIELLE SILVA LIO,DEPUTADO ESTADUAL,2022
DANILO AMARAL SEBE,DEPUTADO ESTADUAL,2022
DANILO AUGUSTO ROCHA E SILVA,DEPUTADO ESTADUAL,2022
DANILO MENDES RODRIGUES,DEPUTADO ESTADUAL,2022
DANILO SANTOS XAVIER GUIMARÃES,DEPUTADO ESTADUAL,2022
DELVITO ALVES DA SILVA FILHO,DEPUTADO ESTADUAL,2022
DENILSON FRANCISCO TEIXEIRA,DEPUTADO FEDERAL,2022
DENISE COUTINHO DE MELO NASCIMENTO,DEPUTADO FEDERAL,2022
DENISE GARCIA DE SOUZA CRUZ LEAL,DEPUTADO FEDERAL,2022
DIEGO ARTHUR FERREIRA MATOS,DEPUTADO ESTADUAL,2022
DIVANIRSON FERNANDES,DEPUTADO FEDERAL,2022
DOMINGOS SAVIO DE MENDONÇA,DEPUTADO ESTADUAL,2022
EDELZUITA FERREIRA DA CRUZ,DEPUTADO ESTADUAL,2022
EDINALDO SOARES DE SOUZA,DEPUTADO ESTADUAL,2022
EDIVALDO MACHADO,DEPUTADO FEDERAL,2022
EDMAR WASHINGTON XAVIER PEREIRA,DEPUTADO FEDERAL,2022
EDSON RODRIGUES GONÇALVES,DEPUTADO ESTADUAL,2022
EDUARDO DE SOUZA MAIA,DEPUTADO FEDERAL,2022
ELAINE MAIA NASCIMENTO,DEPUTADO ESTADUAL,2022
ELIFELETE LOPES DOS SANTOS,DEPUTADO FEDERAL,2022
ELISA CLAUDIA LOPES,DEPUTADO FEDERAL,2022
ELISETE INÁCIO DOS SANTOS,DEPUTADO FEDERAL,2022
ELIZETE MARTINS FERREIRA,DEPUTADO FEDERAL,2022
ELOÍSA RODRIGUES DA CUNHA,DEPUTADO FEDERAL,2022
ELTON GERALDO TAVARES,DEPUTADO FEDERAL,2022
EMIDIO ALVES MADEIRA JUNIOR,DEPUTADO FEDERAL,2022
ENEIAS JOSE DOS REIS,DEPUTADO FEDERAL,2022
ENES CANDIDO DAMACENA JUNIOR,DEPUTADO ESTADUAL,2022
ESDRAS JUVENAL DE QUEIROZ,DEPUTADO ESTADUAL,2022
EUCLYDES MARCOS PETTERSEN NETO,DEPUTADO FEDERAL,2022
EUGENIO FERREIRA DOS SANTOS,DEPUTADO ESTADUAL,2022
EURO DE ANDRADE LANZA,DEPUTADO FEDERAL,2022
FABIANO GALLETTI TOLENTINO,DEPUTADO FEDERAL,2022
FABIANO SANTOS JUNQUEIRA,DEPUTADO ESTADUAL,2022
FABIO AUGUSTO RAMALHO DOS SANTOS,DEPUTADO FEDERAL,2022
FABIO JOSE DE OLIVEIRA,DEPUTADO ESTADUAL,2022
FABRICIO PEREIRA NEVES,DEPUTADO ESTADUAL,2022
FARLEY FREDERICO DE OLIVEIRA SOUZA,DEPUTADO FEDERAL,2022
FELIPE DUPIM DA SILVA,DEPUTADO FEDERAL,2022
FELIPE MAURÍCIO SALIBA DE SOUZA,DEPUTADO FEDERAL,2022
FERNANDA CAMPOLINA VELOSO,DEPUTADO ESTADUAL,2022
FERNANDO BORJA PINTO,DEPUTADO FEDERAL,2022
FLAVIA DE OLIVEIRA GONTIJO,DEPUTADO ESTADUAL,2022
FLAVIA FERREIRA BORJA PINTO,DEPUTADO ESTADUAL,2022
FLAVIO SOUZA DE MATTOS,DEPUTADO ESTADUAL,2022
FLÁVIA RITA COUTINHO SARMENTO,DEPUTADO FEDERAL,2022
FLÁVIO TOGNI DE LIMA E SILVA,DEPUTADO ESTADUAL,2022
FRANCISCO ALVES NELVAM,DEPUTADO FEDERAL,2022
FRANCISCO EDUARDO DE CARVALHO CÂMPERA,DEPUTADO FEDERAL,2022
FRANCISCO FRAZÃO FILHO,DEPUTADO ESTADUAL,2022
FREDERICO DE CASTRO ESCALEIRA,DEPUTADO FEDERAL,2022
FREDERICO LUCAS MEIRELES ASSUNCAO,DEPUTADO ESTADUAL,2022
GABRIEL FERRÃO PEDROSO E SOUZA,DEPUTADO FEDERAL,2022
GABRIELA ANANDA NEVES BORGES,DEPUTADO FEDERAL,2022
GABRIELA VASCONCELOS DE PAULA ESTEVES,DEPUTADO ESTADUAL,2022
GASPARINA ROSA DA APARECIDA,DEPUTADO ESTADUAL,2022
GEDEON MATA DA CRUZ,DEPUTADO ESTADUAL,2022
GEDIR CHRISTIAN ROCHA,DEPUTADO ESTADUAL,2022
GEOVANE DA CONCEIÇÃO ESTANISLAU,DEPUTADO FEDERAL,2022
GERALDO LUCAS SALOMÃO ALVARENGA,DEPUTADO ESTADUAL,2022
GERALDO MAGELA DA SILVA MOREIRA,DEPUTADO ESTADUAL,2022
GERALDO SEBASTIÃO MAGELA DIAS,DEPUTADO FEDERAL,2022
GERSON FERREIRA VARELLA NETO,DEPUTADO ESTADUAL,2022
GIANLUCA CARVALHO DE LIMA BARCELLA ZAPPELLA,DEPUTADO ESTADUAL,2022
GILMAR DE SOUSA BATISTA JUNIOR,DEPUTADO FEDERAL,2022
GIOVANNI CORREA DA SILVA,DEPUTADO ESTADUAL,2022
GISLENE DE CASSIA PINTO,DEPUTADO ESTADUAL,2022
GIUSEPPE LISBOA LAPORTE,DEPUTADO ESTADUAL,2022
GIVANILDO RODRIGUES,DEPUTADO FEDERAL,2022
GLAUBER HENRIQUE PEREIRA DE PAIVA,DEPUTADO FEDERAL,2022
GUADALUPE MACHADO DIAS,DEPUTADO FEDERAL,2022
GUILHERME DE CASTRO COUTO SANTOS,DEPUTADO ESTADUAL,2022
GUILHERME PARREIRAS MARRA,DEPUTADO FEDERAL,2022
GUSTAVO BRACKS DA MATA,DEPUTADO ESTADUAL,2022
GUSTAVO DA CUNHA PEREIRA VALADARES,DEPUTADO ESTADUAL,2022
GUSTAVO DE VASCONCELLOS MOREIRA,DEPUTADO ESTADUAL,2022
GUSTAVO MARQUES CARVALHO MITRE,DEPUTADO ESTADUAL,2022
GUSTAVO NASCIMENTO,DEPUTADO ESTADUAL,2022
HAMILTON DA SILVA,DEPUTADO ESTADUAL,2022
HAROLDO DE SOUSA QUEIROZ,DEPUTADO FEDERAL,2022
HEBER GOMES NEIVA,DEPUTADO FEDERAL,2022
HEBERT LEVI PEREIRA NUNES,DEPUTADO ESTADUAL,2022
HELDER AVELINO YANKOUS SANTOS,DEPUTADO ESTADUAL,2022
HUDSON LUIZ FERREIRA,DEPUTADO ESTADUAL,2022
HÉLIO LOPES DE OLIVEIRA FILHO,DEPUTADO ESTADUAL,2022
IGOR TARCIANO TIMO,DEPUTADO FEDERAL,2022
ILDEU MARCOS DE MENEZES,DEPUTADO ESTADUAL,2022
INÁCIO FRANCO,DEPUTADO ESTADUAL,2022
IOLANDA BARBOSA DO NASCIMENTO,DEPUTADO FEDERAL,2022
IONE MARIA MOREIRA DIAS BARBOSA,DEPUTADO FEDERAL,2022
IONE MARIA PINHEIRO,DEPUTADO ESTADUAL,2022
ISABEL APARECIDA RIBEIRO,DEPUTADO ESTADUAL,2022
ISAIAS MARTINS DE OLIVEIRA,DEPUTADO ESTADUAL,2022
ISAURO JOSÉ DE CALAIS FILHO,DEPUTADO ESTADUAL,2022
ISÁ BATISTA DE SOUZA,DEPUTADO FEDERAL,2022
IVAN ATAIDE ALVES PEREIRA,DEPUTADO FEDERAL,2022
IVO LEONARDO FERREIRA CAMINHAS,DEPUTADO ESTADUAL,2022
IZABELLA LOURENÇA AMORIM ROMUALDO,DEPUTADO FEDERAL,2022
JACOB ESTEVAM DE OLIVEIRA,DEPUTADO FEDERAL,2022
JADER SAINT CLAIR DE ALMEIDA FILHO,DEPUTADO FEDERAL,2022
JALYSON MAYCON GONÇALVES,DEPUTADO ESTADUAL,2022
JAMIR CALILI RIBEIRO,DEPUTADO ESTADUAL,2022
JANDERSON DE AVELAR OLIVEIRA,DEPUTADO FEDERAL,2022
JANE MEIRE PEREIRA SILVA,DEPUTADO ESTADUAL,2022
JANICIA RIBEIRO SILVA,DEPUTADO FEDERAL,2022
JARDEL MOIA MONTEIRO,DEPUTADO ESTADUAL,2022
JEAN CARLOS OTONI ROCHA,DEPUTADO ESTADUAL,2022
JEFERSON DOUGLAS SOARES ESTANISLAU,DEPUTADO ESTADUAL,2022
JEFFERSON CRISTOVÃO DA SILVA,DEPUTADO FEDERAL,2022
JERUSA DRUMMOND BRANDÃO,DEPUTADO ESTADUAL,2022
JESUS MARIO DE ALMEIDA LIMA,DEPUTADO FEDERAL,2022
JONATAS LUCIANO FERREIRA,DEPUTADO ESTADUAL,2022
JORGE BATISTA BENTO DA PAZ,DEPUTADO FEDERAL,2022
JORGE ROBERTO AFONSO DE SOUZA SILVA,DEPUTADO FEDERAL,2022
JOSAFÁ ANDERSON DE OLIVEIRA,DEPUTADO ESTADUAL,2022
JOSE CARLOS PIOTTO DE VASCONCELLOS JUNIOR,DEPUTADO ESTADUAL,2022
JOSE CHEREM,DEPUTADO ESTADUAL,2022
JOSE EUSTAQUIO RODRIGUES ALVES,DEPUTADO FEDERAL,2022
JOSE REIS NOGUEIRA DE BARROS,DEPUTADO ESTADUAL,2022
JOSE ROBERTO FERNANDES,DEPUTADO FEDERAL,2022
JOSE ROBERTO REIS FILGUEIRAS,DEPUTADO FEDERAL,2022
JOSE VALADARES BAHIA,DEPUTADO FEDERAL,2022
JOSE VENDELINO SANTOS,DEPUTADO FEDERAL,2022
JOSENI AGANETTI DUARTE,DEPUTADO FEDERAL,2022
JOSÉ ALOISIO DIAS,DEPUTADO ESTADUAL,2022
JOSÉ ALVES DE AMORIM,DEPUTADO ESTADUAL,2022
JOSÉ GABRIEL VILAS BOAS,DEPUTADO FEDERAL,2022
JOSÉ LAVIOLA NETO DE LIRA,DEPUTADO ESTADUAL,2022
JOSÉ PEDRO CORDEIRO,DEPUTADO ESTADUAL,2022
JOÃO BATISTA DE QUEIROZ,DEPUTADO FEDERAL,2022
JOÃO BATISTA MACHADO RIBEIRO,DEPUTADO ESTADUAL,2022
JOÃO GIORDANI NETO,DEPUTADO FEDERAL,2022
JUAREZ FRANCISCO TAVARES,DEPUTADO ESTADUAL,2022
JULBERT FERRE DE MORAIS,DEPUTADO ESTADUAL,2022
JULIA MARIA SIMÃO DA ROCHA,DEPUTADO FEDERAL,2022
JULIANA ELLEN DE SALES,DEPUTADO FEDERAL,2022
JULIANA JABER QUEIROZ,DEPUTADO ESTADUAL,2022
JULIANA NORMAND AZEVEDO,DEPUTADO FEDERAL,2022
JULIO CEZAR ALMEIDA HENRIQUES,DEPUTADO FEDERAL,2022
JULIO TAVARES,DEPUTADO ESTADUAL,2022
KAREM LOWHANE RODRIGUES SILVA,DEPUTADO FEDERAL,2022
KATIA GOMES GAIVOTO,DEPUTADO ESTADUAL,2022
KATIA SORAYA SILVA CABRAL,DEPUTADO FEDERAL,2022
KEMPES FERREIRA LIMA,DEPUTADO FEDERAL,2022
KLEBER EDUARDO DE SOUSA REZENDE,DEPUTADO ESTADUAL,2022
KLEBER NAZARETH,DEPUTADO FEDERAL,2022
KLIBAS APARECIDO ANDRADE,DEPUTADO FEDERAL,2022
KÁTIA GERALDA SILVA GOYATA,DEPUTADO FEDERAL,2022
KÉSLEY KARINNE SOUZA DE OLIVEIRA,DEPUTADO ESTADUAL,2022
LAIZ SOARES,DEPUTADO FEDERAL,2022
LARA LUISA SILVA GOMES FRANCO,DEPUTADO ESTADUAL,2022
LAUANA NARA CHANTAL DE CASTRO,DEPUTADO ESTADUAL,2022
LAURA LUIZA COSTA,DEPUTADO FEDERAL,2022
LAURA MENDES SERRANO,DEPUTADO ESTADUAL,2022
LAURO EUSTÁQUIO GUIRLANDA DE MOURA,DEPUTADO FEDERAL,2022
LAYLA AMELIA MEIRA ALVES,DEPUTADO ESTADUAL,2022
LAYON DIAS DA SILVA,DEPUTADO ESTADUAL,2022
LAZARO ELIAS CAMILO,DEPUTADO FEDERAL,2022
LEANDRA MACHADO SANTOS,DEPUTADO ESTADUAL,2022
LEILA CORDEIRO DA CRUZ,DEPUTADO FEDERAL,2022
LELIS JORGE SILVA,DEPUTADO FEDERAL,2022
LEONARDO ANTÔNIO SANTOS,DEPUTADO ESTADUAL,2022
LEONARDO FIRMINO DOS SANTOS,DEPUTADO FEDERAL,2022
LEONARDO JACKSON RODRIGUES,DEPUTADO ESTADUAL,2022
LEONARDO JOSE DE MATTOS,DEPUTADO FEDERAL,2022
LEONARDO MARTINS BRUM,DEPUTADO FEDERAL,2022
LEONARDO PATRICK SOUZA SILVA,DEPUTADO ESTADUAL,2022
LEONARDO SILVEIRA DE CASTRO PIRES,DEPUTADO FEDERAL,2022
LETICIA MIRANDA SANTIAGO DE JESUS,DEPUTADO ESTADUAL,2022
LETICIA SABRINA FONSECA FERREIRA DA SILVA,DEPUTADO ESTADUAL,2022
LOURIVAL APARECIDO SERAFIM,DEPUTADO FEDERAL,2022
LUANA DE LIMA SOUZA,DEPUTADO ESTADUAL,2022
LUCAS AZEVEDO PAULINO,DEPUTADO FEDERAL,2022
LUCAS DE VASCONCELOS GONZALEZ,DEPUTADO FEDERAL,2022
LUCAS JARDIM PRATES,DEPUTADO ESTADUAL,2022
LUCAS LASMAR DE MOURA COSTA RESENDE,DEPUTADO ESTADUAL,2022
LUCIA DE CÁSSIA MARTINS DE ALCANTARA,DEPUTADO ESTADUAL,2022
LUCIA DE FATIMA TEIXEIRA CORRADO,DEPUTADO FEDERAL,2022
LUCIANA CREPALDI,DEPUTADO FEDERAL,2022
LUCIANO GUILHERME FELIPE LEE,DEPUTADO FEDERAL,2022
LUCÉLIA OLIVEIRA ABREU,DEPUTADO ESTADUAL,2022
LUIS HENRIQUE DE OLIVEIRA RESENDE,DEPUTADO FEDERAL,2022
LUIZ ALBERTO PIMENTA FELICIO DOS SANTOS,DEPUTADO FEDERAL,2022
LUIZ MARCELO CABRAL TAVARES,DEPUTADO ESTADUAL,2022
LUIZ RENATO ANTUNES ROCHA DOS SANTOS,DEPUTADO FEDERAL,2022
LUIZ TADEU MARTINS LEITE,DEPUTADO ESTADUAL,2022
LUÍS DO NASCIMENTO,DEPUTADO FEDERAL,2022
MACAÉ MARIA EVARISTO DOS SANTOS,DEPUTADO ESTADUAL,2022
MADIANE DE SENA,DEPUTADO ESTADUAL,2022
MAGNUS CARLO DE OLIVEIRA COSTA,DEPUTADO FEDERAL,2022
MARCEL TOLENTINO DE REZENDE,DEPUTADO ESTADUAL,2022
MARCELA MENEZES COSTA,DEPUTADO FEDERAL,2022
MARCELLO JORGE MAFUZ JUNIOR,DEPUTADO ESTADUAL,2022
MARCELO GONÇALVES DE QUEIROZ,DEPUTADO ESTADUAL,2022
MARCIA CARVALHO RESENDE,DEPUTADO ESTADUAL,2022
MARCILENE FRANCISCA GONÇALVES,DEPUTADO FEDERAL,2022
MARCIO REINALDO DIAS MOREIRA,DEPUTADO FEDERAL,2022
MARCO ANTONIO CIPRIANO RODRIGUES,DEPUTADO ESTADUAL,2022
MARCO ANTÔNIO DE FREITAS,DEPUTADO ESTADUAL,2022
MARCOS ANTONIO CRISPIM,DEPUTADO ESTADUAL,2022
MARCOS EDUARDO DE ANDRADE,DEPUTADO FEDERAL,2022
MARCOS JOSERALDO LEMOS,DEPUTADO ESTADUAL,2022
MARCOS VENANCIO DE ALBUQUERQUE,DEPUTADO FEDERAL,2022
MARCUS VINICIUS DOS SANTOS BARBOSA,DEPUTADO FEDERAL,2022
MARGARIDA APARECIDA LOPES COSTA,DEPUTADO ESTADUAL,2022
MARIA ABADIA VIEIRA DA CRUZ,DEPUTADO ESTADUAL,2022
MARIA APARECIDA CONSENTINO AGOSTINI,DEPUTADO FEDERAL,2022
MARIA APARECIDA DE MOURA MONTEIRO,DEPUTADO ESTADUAL,2022
MARIA APARECIDA GONÇALVES,DEPUTADO FEDERAL,2022
MARIA APARECIDA MARTINS,DEPUTADO FEDERAL,2022
MARIA APARECIDA VILHENA FALABELLA ROCHA,DEPUTADO ESTADUAL,2022
MARIA DA CONSOLAÇÃO ROCHA,DEPUTADO ESTADUAL,2022
MARIA DE LOURDES DE OLIVEIRA ALVES,DEPUTADO FEDERAL,2022
MARIA DO SOCORRO JÔ MORAES,DEPUTADO ESTADUAL,2022
MARIA GERALDA FERREIRA,DEPUTADO FEDERAL,2022
MARIA TERESA DOS SANTOS,DEPUTADO ESTADUAL,2022
MARIA VANUZIA MENDES SANTOS,DEPUTADO ESTADUAL,2022
MARILDA RAFAEL DA SILVA CORDEIRO,DEPUTADO FEDERAL,2022
MARINICE SANTOS,DEPUTADO FEDERAL,2022
MARIO LUCIO ALVES DE ARAUJO,DEPUTADO FEDERAL,2022
MARLON LINO DA CRUZ,DEPUTADO FEDERAL,2022
MARLON PORTES NEVES,DEPUTADO FEDERAL,2022
MARTA ALVES LANÇA,DEPUTADO ESTADUAL,2022
MATEUS GUSTAVO DE GÓIS,DEPUTADO FEDERAL,2022
MATHEUS HENRIQUE ARAUJO MENDES,DEPUTADO ESTADUAL,2022
MAURICIO RANGEL DE SOUZA,DEPUTADO FEDERAL,2022
MAURO HENRIQUE TRAMONTE,DEPUTADO ESTADUAL,2022
MAURO LUIZ DA SILVA VERÍSSIMO,DEPUTADO FEDERAL,2022
MAURO RIBEIRO LOPES,DEPUTADO FEDERAL,2022
MICHELINE GOMES DE OLIVEIRA,DEPUTADO ESTADUAL,2022
MIRIAN CRISTINA CORREA ALVES,DEPUTADO FEDERAL,2022
MURILLO EVANDRO DE ANDRADE,DEPUTADO FEDERAL,2022
MÁRCIO ALMEIDA BERNARDINO,DEPUTADO ESTADUAL,2022
MÁRCIO GONÇALVES PINTO,DEPUTADO FEDERAL,2022
MÁRCIO MOREIRA VICTOR,DEPUTADO ESTADUAL,2022
MÁRCIO SALVADOR DE OLIVEIRA,DEPUTADO FEDERAL,2022
MÁRIO HENRIQUE DA SILVA,DEPUTADO ESTADUAL,2022
NACIB DUARTE BECHIR,DEPUTADO ESTADUAL,2022
NADIME ALEXANDRE DE CASTRO,DEPUTADO FEDERAL,2022
NEHEMIAS GASPAR DE ARAUJO,DEPUTADO ESTADUAL,2022
NEIRONILSON FREITAS DA COSTA,DEPUTADO FEDERAL,2022
NELI PEREIRA DE AQUINO,DEPUTADO FEDERAL,2022
NIVALDA DE LIMA SILVA,DEPUTADO ESTADUAL,2022
NIXON JOSE PEREIRA BAHIA,DEPUTADO ESTADUAL,2022
ODAIR JOSÉ DA CUNHA,DEPUTADO FEDERAL,2022
OILSO ADIVAN DA FONSECA,DEPUTADO FEDERAL,2022
OSMANDO PEREIRA DA SILVA,DEPUTADO FEDERAL,2022
OSWALDO BENTO PEREIRA SANCHES,DEPUTADO FEDERAL,2022
OTACÍLIO RICARDO GONÇALVES DE MIRANDA,DEPUTADO FEDERAL,2022
OTHON CARVALHAIS SIQUEIRA JUNIOR,DEPUTADO ESTADUAL,2022
PATRICIA ALBERGARIA IAMIN CURI,DEPUTADO ESTADUAL,2022
PATRICIA LEILA DE PAULA CAMPOS DA SILVA,DEPUTADO FEDERAL,2022
PAULO HENRIQUE PAULINO E SILVA,DEPUTADO FEDERAL,2022
PAULO JOSÉ CARLOS GUEDES,DEPUTADO FEDERAL,2022
PAULO LUIZ LEOCADIO,DEPUTADO ESTADUAL,2022
PAULO MARINHO DE OLIVEIRA,DEPUTADO FEDERAL,2022
PAULO ROBERTO LAMAC JÚNIOR,DEPUTADO FEDERAL,2022
PAULO ROBERTO VELOSO,DEPUTADO ESTADUAL,2022
PEDRO MAURÍCIO SANTOS PEREIRA,DEPUTADO ESTADUAL,2022
PEDRO PAULO DE SOUZA,DEPUTADO FEDERAL,2022
PEDRO TAVARES LIMA,DEPUTADO ESTADUAL,2022
POLIANA DE SOUZA PEREIRA INÁCIO,DEPUTADO FEDERAL,2022
POLLYANA DO AMARAL FERREIRA,DEPUTADO ESTADUAL,2022
Partido Comunista Brasileiro,DEPUTADO ESTADUAL,2022
Partido Renovador Trabalhista Brasileiro,DEPUTADO ESTADUAL,2022
Partido Socialista Brasileiro,DEPUTADO FEDERAL,2022
Partido Socialista dos Trabalhadores Unificado,DEPUTADO ESTADUAL,2022
Partido Socialista dos Trabalhadores Unificado,DEPUTADO FEDERAL,2022
Partido Verde,DEPUTADO FEDERAL,2022
Partido da Mobilização Nacional,DEPUTADO ESTADUAL,2022
Partido da Social Democracia Brasileira,DEPUTADO FEDERAL,2022
Podemos,DEPUTADO ESTADUAL,2022
RAFAEL MARTINS DE SOUZA,DEPUTADO ESTADUAL,2022
RAFAEL TADEU SIMÕES,DEPUTADO FEDERAL,2022
REGIANE APARECIDA DE OLIVEIRA,DEPUTADO FEDERAL,2022
REINALDO GOMES DE SOUZA,DEPUTADO ESTADUAL,2022
REINALDO LUCIO DA SILVA,DEPUTADO ESTADUAL,2022
REINALDO OLIVEIRA BATISTA,DEPUTADO ESTADUAL,2022
RENATA POLIANA MARQUES,DEPUTADO FEDERAL,2022
